Index,ind01,ind02,ind03,ind04,ind05,ind06,ind07,ind08,ind09,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25
KDM1A,3.229846,3.28566,3.362594,3.348074,3.193919,3.158177,3.228402,3.257619,3.224808,3.168093,3.200658,3.226557,3.1705,3.17318,3.212589,3.243357,3.247884,3.248661,3.187465,3.174099,3.179757,3.184994,3.187868,3.223115,3.296292
CLN5,4.014637,4.107061,3.954167,4.079045,4.029597,4.064437,4.016306,3.985605,3.842784,3.844442,3.959852,3.963052,3.984322,4.097342,3.995722,4.06323,4.074925,4.018646,3.937499,4.130547,4.037206,4.041311,4.027136,3.980309,4.037907
MAPK9,4.355216,4.335607,4.742062,4.263542,4.230347,4.19348,4.230098,4.193891,4.697406,4.602518,4.26031,4.569502,4.385303,4.280395,4.470466,4.031216,4.303529,4.251608,4.475753,4.278204,4.29005,4.424489,4.364581,4.243828,4.492875
TOPORS,3.152251,3.202376,3.197843,3.153404,3.169391,3.197341,3.138488,3.310875,3.171223,3.195931,3.165823,3.168055,3.130481,3.142724,3.173642,3.137904,3.159046,3.174874,3.164111,3.14393,3.206742,3.194874,3.208576,3.137844,3.16182
GRIN2A,3.972968,4.031295,3.901273,3.988171,4.018178,4.020108,4.004023,3.981649,3.859264,3.874102,3.884233,3.829488,3.870564,3.942942,3.987168,4.027819,3.885191,4.008747,3.83771,3.885648,3.896262,3.857717,3.864822,3.977469,3.895818
DLX2,4.196713,4.293234,4.303033,4.325351,4.302144,4.378691,4.056972,4.313011,4.344708,4.185901,4.058567,4.069472,4.067832,4.063924,4.317305,4.063868,4.061224,3.989813,4.239204,4.025083,3.95199,4.201589,4.286495,4.069928,4.195292
EOMES,3.293477,3.308922,3.348665,3.316049,3.273183,3.309507,3.362112,3.270747,3.255775,3.377657,3.356484,3.268414,3.290294,3.331446,3.275347,3.342253,3.267126,3.362904,3.25465,3.287506,3.300837,3.304294,3.315256,3.292091,3.274845
TRAPPC9,3.683502,3.794623,3.813232,3.902914,3.903221,3.833847,3.527678,3.838798,4.181665,3.97319,3.865596,3.729759,4.191096,3.665783,3.736154,3.406553,3.68419,3.536019,3.731311,3.667137,3.565912,3.737727,3.850176,3.756056,3.804466
ABCF1,3.711138,3.591923,3.605561,3.610916,3.618936,3.614742,3.663709,3.519848,3.575352,3.611133,3.539105,3.676761,3.587748,3.574633,3.598392,3.71736,3.637343,3.528678,3.605163,3.662452,3.608707,3.705861,3.580304,3.593208,3.657899
SYNE1,3.195484,3.215951,3.209032,3.202417,3.205375,3.202492,3.18671,3.203774,3.197569,3.195931,3.198997,3.192576,3.197575,3.204098,3.203029,3.203372,3.203507,3.223465,3.211034,3.196661,3.243787,3.191014,3.199777,3.205986,3.19126
SYNCRIP,4.471322,4.455395,4.076386,4.115173,4.231539,4.165964,4.49758,3.879868,4.388106,3.496935,4.343346,4.252869,3.923,4.481587,4.087218,4.282776,4.688812,4.317173,4.060496,4.139987,4.023292,3.968417,4.310087,4.485248,4.291421
SQSTM1,4.687494,4.903205,4.684091,5.637741,5.305391,5.646693,4.606062,4.819048,5.237507,4.42395,4.608593,4.76756,4.514746,4.659897,4.751486,4.275521,4.409109,4.03211,4.446079,4.476005,3.995548,4.43685,4.575809,4.535851,4.68224
TDP1,4.71892,4.946091,5.038742,4.978699,4.990887,4.85889,4.805961,4.821684,5.322846,4.946538,4.909208,4.935833,5.067013,4.908173,4.949854,4.436701,4.888885,4.95248,5.022868,4.972027,4.637081,4.946701,5.062689,4.917806,4.963473
NLGN1,4.913955,4.960132,4.905166,4.729169,4.802965,4.889329,4.753015,4.874708,5.016698,4.825315,4.867357,4.911099,4.943324,4.888386,5.068582,4.773259,4.699059,4.844419,4.951599,4.803802,4.896743,5.025173,4.945455,4.842877,4.9935
NEFL,3.265974,3.351878,3.39863,3.298453,3.254663,3.283104,3.270634,3.237839,3.29855,3.417004,3.255963,3.271341,3.226297,3.305278,3.37358,3.393586,3.273622,3.369331,3.246528,3.303702,3.2625,3.345105,3.426893,3.48671,3.287151
PPM1B,6.798654,7.598466,7.053748,7.267439,7.112162,7.951126,6.513089,7.627142,7.454172,6.677365,6.959513,6.889181,7.227723,6.432408,7.029755,6.029753,6.016253,6.799396,6.741524,6.638092,6.54752,6.676617,6.751106,7.154491,6.935114
RIBC1,6.147955,6.57527,6.705765,6.828097,6.90427,6.83822,6.423764,6.972317,7.419996,7.149566,7.251499,6.763272,7.500535,7.157292,6.939754,5.213189,7.019125,6.561476,6.68877,6.844717,6.332499,6.88338,6.834136,7.116385,7.206644
KCNJ6,3.550265,3.546311,3.603189,3.706797,3.584511,3.552297,3.745457,3.540203,3.704365,3.589978,3.368098,3.574487,3.487133,3.549456,3.885962,3.580884,3.646953,3.500664,3.595234,3.626891,3.498714,3.712797,3.57584,3.573755,3.476443
ATP6V1B2,3.827669,3.984563,3.816196,4.112288,4.039668,4.309762,3.852093,3.976659,4.054643,3.834942,3.764145,3.876688,3.861775,3.842556,4.018921,3.775166,3.768995,3.772646,3.84376,3.842963,3.805073,3.811485,3.876192,3.852607,3.927299
SPINK5,3.421737,3.414436,3.442131,3.430766,3.397845,3.474392,3.421847,3.375198,3.301505,3.3929,3.407323,3.43646,3.4949,3.384945,3.450909,3.45939,3.408334,3.378519,3.382194,3.488802,3.421412,3.460119,3.391794,3.434932,3.383389
IFT27,4.789685,4.493629,4.945596,4.471215,4.265348,4.127707,4.546273,4.347103,4.438518,4.549024,4.693566,4.487923,4.534367,4.630104,4.549006,4.280378,4.512944,4.372198,4.759961,4.571926,4.385689,4.821105,4.853562,4.464361,4.638535
POLL,3.637393,3.622545,3.704174,3.733606,3.688664,3.721388,3.695298,3.699745,3.764092,3.752743,3.764803,3.784932,3.915136,3.721894,3.734064,3.725529,3.728881,3.679526,3.709353,3.726666,3.694095,3.753174,3.757506,3.703337,3.8011
FIZ1,3.189753,3.165706,3.200133,3.20154,3.234718,3.188391,3.192158,3.20321,3.189887,3.198751,3.24555,3.211293,3.209618,3.185497,3.218624,3.222587,3.213596,3.185841,3.211624,3.220136,3.213148,3.189299,3.180958,3.208352,3.197299
PITPNA,3.216,3.343268,3.201212,3.36636,3.313428,3.252587,3.261047,3.245497,3.277977,3.2988,3.211035,3.214403,3.462011,3.431221,3.360279,3.411751,3.274481,3.18351,3.174469,3.230038,3.206743,3.222295,3.259755,3.238716,3.460599
SMG6,3.755628,3.752082,3.771946,3.839469,3.806144,3.781275,3.742079,3.898748,3.966254,3.747207,3.732566,3.831036,3.808052,3.661084,3.821772,3.674917,3.693408,3.695948,3.833532,3.728,3.708477,3.80597,3.809166,3.767733,3.770366
KAT6A,5.183086,5.17237,4.940931,4.932787,4.807628,5.332923,4.823415,4.040771,4.049819,4.336076,5.420875,5.173954,4.602359,5.446754,4.980852,5.325971,4.674723,5.456936,4.942524,5.042044,4.954131,5.341937,5.075762,5.241687,4.544159
PTH,3.464638,4.856002,3.808759,4.339433,4.431763,4.995474,4.138852,6.613019,4.851617,3.562373,3.541974,3.47313,3.415926,3.639255,6.080815,3.872447,3.559172,3.41081,3.332793,3.841676,3.716762,3.312144,3.49094,4.043981,4.68938
MLXIPL,6.751053,7.420861,6.800089,7.351513,7.135119,7.432975,6.547581,6.952882,6.969791,6.916465,6.73077,6.742621,6.845222,6.673638,7.04531,6.203518,6.391362,6.74074,6.822075,6.600984,6.704152,6.821296,7.061737,6.57804,6.75133
SP1,3.724992,3.605961,3.861325,3.78465,3.804342,3.898489,3.792217,3.696824,4.39746,4.29839,3.899591,3.970256,4.237758,3.968563,3.822094,3.36644,3.85573,3.87396,3.875875,3.894642,3.628451,3.898848,3.930068,3.888305,4.469469
SOX18,4.833704,4.496255,4.707548,4.840459,4.770693,4.629106,4.839576,4.648163,5.046208,4.817124,4.789881,4.997444,5.235337,4.717203,4.765725,4.349126,4.737241,4.603013,4.95389,5.004937,4.62044,4.913829,4.901822,4.712143,4.967616
YY1,3.8127015,3.808068,3.8920135,3.8315010000000003,3.7239755,3.8741234999999996,3.8203955,3.7705095,3.8572865,3.8179635000000003,3.79648,3.788673,3.846914,3.8421565,3.805791,3.912548,3.8165775,3.8333915000000003,3.8142945,3.775004,3.807391,3.8210800000000003,3.813444,3.8843915,3.810005
ELP2,6.113998,5.783125,6.041704,5.960059,5.793088,6.276895,5.486551,5.82522,6.224206,6.98638,6.69302,6.542795,6.67979,5.605852,5.54451,4.978472,6.021284,6.453946,6.600069,6.185305,6.750434,6.443634,6.520002,5.767138,6.225935
MCM6,4.708636,5.147643,4.984482,5.189045,5.015449,5.613416,4.615995,5.32805,5.745979,4.886052,4.830877,4.862393,4.950443,4.405081,4.959615,4.302542,4.446481,4.276668,4.618359,4.269953,4.178331,4.560214,4.770786,4.404669,4.767458
CREB3L1,4.883778,5.405207,5.390459,5.693313,5.645825,5.675764,5.071599,5.65426,6.163558,5.418977,5.129185,5.223619,5.575965,5.069978,5.834908,4.387414,4.996749,5.025233,5.253069,5.137127,4.810858,5.279487,5.519926,5.365996,5.388039
NIPA2,3.732991,3.672558,3.664819,3.602896,3.692478,3.86178,3.706261,3.782166,3.78058,3.881752,3.647287,3.887469,3.504365,3.83439,3.770363,4.160247,3.680735,3.748447,3.78615,3.744994,3.854242,3.776661,3.913958,3.658962,3.669741
APOH,4.360406,4.484712,4.613564,4.740352,4.681485,4.763413,4.492208,4.46969,4.934262,4.815705,4.639485,4.648527,4.630357,4.52643,4.646872,4.026877,4.335464,4.4521,4.693076,4.456332,4.543085,4.685143,4.768591,4.520159,4.57187
SPTLC3,5.217374,5.035998,5.641886,4.501384,4.433978,4.720857,5.053981,4.95353,4.660939,5.286355,5.295848,5.476342,6.024332,5.837579,4.969089,5.233631,5.809584,5.572112,5.560526,5.580185,5.367508,6.070984,5.58777,5.857554,5.695144
CLCN2,4.885548,4.569793,5.343405,4.839112,4.573466,5.285744,4.593807,4.370907,4.627213,5.105815,4.61123,4.900845,4.88176,4.38497,4.518756,4.226468,4.283473,4.61474,5.04729,4.455229,4.600414,4.809858,5.257552,3.995281,4.700267
MTCP1,3.726991,3.814289,3.746125,3.795197,3.736399,3.881014,3.850433,3.714274,4.059028,3.947456,3.685425,4.046613,4.25002,3.811464,3.874232,3.595786,3.971152,3.763491,3.895659,3.808737,3.749276,3.820253,3.793011,3.997532,3.98981
MAP3K6,3.180597,3.158033,3.20749,3.182842,3.172613,3.188458,3.369234,3.141764,3.159243,3.186817,3.20268,3.242883,3.164156,3.173127,3.168114,3.192991,3.177834,3.191863,3.182717,3.208536,3.215745,3.143247,3.204663,3.176731,3.192991
PLA2G7,3.485679,3.382395,3.534729,3.414146,3.466461,3.450099,3.559549,3.427218,3.818745,3.555023,3.502625,3.751636,3.614419,3.479679,3.618668,3.527495,3.551167,3.382332,3.447824,3.481868,3.454456,3.52387,3.556032,3.451833,3.629134
SAMD9,3.279812,3.148365,3.467817,3.295431,3.804342,3.220584,3.226438,3.146512,3.356081,3.295431,3.554987,3.378022,3.80789,3.294378,3.982989,3.178632,3.948163,3.439934,3.211034,3.356081,3.504862,3.143247,3.326756,3.470357,3.310049
GLRX,3.254753,3.238715,3.164588,3.246553,3.205929,3.36143,3.321516,3.280966,3.242743,3.186689,3.192876,3.490699,3.224645,3.415236,3.242161,3.260904,3.463386,3.288784,3.325627,3.289722,3.316249,3.223894,3.291571,3.277734,3.498702
COG7,3.237527,3.297732,3.191746,3.275089,3.318807,3.21525,3.219159,3.229352,3.185709,3.237083,3.23957,3.209206,3.229976,3.216025,3.241818,3.233699,3.219783,3.227269,3.205047,3.21525,3.219783,3.19195,3.218877,3.246447,3.259337
TFB1M,3.212282,3.248868,3.192436,3.20499,3.200458,3.206502,3.211034,3.284271,3.205642,3.284271,3.211034,3.211034,3.221228,3.331314,3.205982,3.259523,3.223589,3.252186,3.199874,3.214254,3.300534,3.254698,3.19801,3.261781,3.181806
VCAN,3.692477,3.676686,3.644302,3.652981,3.63258,3.633381,3.75471,3.573438,3.553514,3.672204,3.829588,3.843646,3.796265,3.625154,3.590151,3.605557,3.727207,3.875361,3.81487,4.05134,3.846854,3.929261,3.669316,3.771158,3.68256
CCNB3,4.589835,4.80654,4.84196,4.66491,4.744158,5.158898,4.676705,5.100264,5.309201,4.778786,4.705336,4.683611,4.747984,4.634953,5.028479,4.347176,4.855389,4.357329,4.568288,4.657048,4.579548,4.624962,5.037388,4.884234,5.139072
PAXIP1,5.100405,5.757505,5.087022,5.711972,5.154044,5.936693,4.790856,5.312687,5.112917,5.103718,5.08563,5.235679,5.10477,4.894589,5.048661,4.616855,4.590502,4.780501,5.24425,5.012499,5.009436,5.099879,5.338399,4.565232,4.924356
BMPR1A,4.151314,4.037971,4.349377,4.235307,4.121712,4.495739,4.209651,4.191161,5.081254,5.048866,4.297888,4.650737,5.625912,4.383548,4.261686,3.741981,4.513378,4.290597,4.57764,4.416493,4.017337,4.274022,4.508114,4.515238,4.755771
HUWE1,3.260939,3.281541,3.245772,3.323941,3.326334,3.33883,3.2844,3.307578,3.44707,3.306182,3.279195,3.275095,3.257069,3.280736,3.337353,3.237169,3.29699,3.246642,3.240962,3.282382,3.283433,3.273432,3.281246,3.30513,3.253839
CECR2,4.699718,4.856813,4.914804,4.686543,4.554542,5.084864,4.756878,4.591089,5.124383,4.968855,4.88552,5.066162,5.768324,5.361025,4.833797,4.693096,5.05958,4.981597,5.302819,5.095467,4.808531,5.137198,4.964476,5.523595,4.934044
ABCA2,3.337003,3.283303,3.297354,3.349087,3.30263,3.283106,3.299375,3.254671,3.337327,3.281359,3.297023,3.296723,3.331928,3.264522,3.27773,3.247686,3.276532,3.323288,3.289841,3.290026,3.266882,3.294054,3.300101,3.295513,3.308134
FCN1,3.415949,3.284658,3.684894,3.292017,3.64178,3.307433,3.609212,3.319094,3.517539,3.386932,3.364721,3.40803,3.2779,3.261489,3.437517,3.768776,3.765028,3.46514,3.349156,3.743068,3.489763,3.881956,3.549527,3.391243,3.412945
IGFBP7,4.955182,5.542579,5.23511,5.553004,5.112659,5.350451,5.054809,5.284196,5.34739,5.142609,5.048597,5.303186,5.174097,5.11918,5.370669,4.598242,4.930614,4.93298,5.237392,4.971234,4.876383,5.027144,5.210779,4.961524,5.126158
B3GALT6,5.661072,6.024214,5.957449,5.887824,5.824012,5.8588,5.42385,5.757987,6.206803,5.823644,5.825245,5.99256,6.068911,5.497071,6.002274,5.323597,5.553263,5.319621,5.750083,5.307918,5.467601,5.788524,5.893776,5.32521,5.713025
ETV7,3.274094,3.285552,3.388826,3.312706,3.32515,3.318824,3.396149,3.70715,3.286245,3.236209,3.319547,3.316469,3.348848,3.261773,3.354386,3.361752,3.174099,3.229551,3.254618,3.228353,3.206742,3.31271,3.33866,3.33369,3.41347
HSF2BP,4.098759,3.876864,3.90387,3.819921,3.795024,3.928225,4.01288,3.627002,4.203227,3.962949,4.109946,4.38996,4.271656,4.420807,4.043098,4.354144,4.4418,4.117374,4.107948,4.311389,3.954273,4.475216,4.092445,4.338593,4.133397
PSTPIP1,3.843018,3.865266,4.300765,4.147376,3.777573,3.769865,3.76755,4.010801,3.626014,3.818442,3.817395,3.760241,3.700176,4.664382,3.870166,3.786398,3.635466,3.870922,3.739185,3.807256,3.712947,3.823532,3.787466,3.826576,4.202125
DDX17,5.32187,5.748589,5.428223,5.834963,5.917717,5.292018,5.85295,6.205674,5.728115,5.799716,5.677331,5.879015,5.524849,5.676775,5.810665,5.572541,5.756719,5.760967,5.861982,5.893933,5.814278,6.053885,5.942938,5.974994,6.110698
GUCA1B,4.522633,4.385937,4.496893,4.428678,4.388615,4.479227,4.515491,4.498717,4.636148,4.308388,4.403704,4.631279,4.525685,4.486351,4.607813,4.472918,4.511138,4.366365,4.586585,4.569618,4.437827,4.605119,4.625844,4.515491,4.706337
RERGL,4.629737,4.56707,4.713072,4.880175,4.605902,4.794982,4.666539,4.668551,5.267624,4.747875,4.752993,4.712236,4.993612,4.440933,4.764476,4.156924,4.630952,4.418474,4.753259,4.53164,4.541986,4.809384,4.869886,4.60269,4.818187
DLEC1,3.427174,3.422068,3.488287,3.566979,3.499447,3.520046,3.500509,3.445178,3.780025,3.574183,3.456075,3.573588,3.594101,3.453121,3.520573,3.429832,3.495525,3.431839,3.494775,3.474803,3.403087,3.485466,3.554872,3.454882,3.568043
ELN,4.74593,4.824256,4.802455,5.051381,4.620611,4.107387,5.094168,5.327709,5.287933,4.94768,4.72545,4.394255,4.78234,4.837756,4.868546,4.191103,4.785127,4.475589,4.899853,5.07994,5.065962,4.003302,5.000798,4.372066,5.343619
