Index,ind01,ind02,ind03,ind04,ind05,ind06,ind07,ind08,ind09,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25
EPB42,4.903293,5.504755,5.609291,5.177759,4.993667,5.08753,4.44896,5.414832,5.750621,4.979579,4.997081,4.965395,5.833104,4.876166,5.24137,4.014505,5.073251,4.790285,5.422921,5.21895,5.050918,4.924158,4.915852,4.406083,5.339913
ERCC8,3.269692,3.237684,3.231199,3.235775,3.263754,3.2225,3.240427,3.234315,3.219044,3.258215,3.270852,3.266522,3.339344,3.302064,3.255525,3.261536,3.250519,3.274951,3.27582,3.282858,3.294777,3.285254,3.265678,3.247985,3.30255
SPEG,3.59567,3.483092,3.531102,3.527018,3.538612,3.561412,3.472332,3.569295,3.443324,3.471074,3.407012,3.427201,3.454628,3.490348,3.522384,3.587657,3.439333,3.49103,3.442045,3.515449,3.460687,3.501606,3.38897,3.650848,3.418938
ST3GAL2,6.030883,6.336708,6.263326,6.267507,6.342516,6.58982,5.857038,6.595217,6.817423,6.341041,6.203885,6.330398,6.798841,6.106778,6.288867,5.123559,5.877881,5.951252,6.154664,6.056218,6.061127,6.179617,6.136067,6.403758,6.342484
EFHC2,4.812778,4.912032,4.889744,4.430838,4.453127,4.724225,4.534963,4.538646,4.557823,4.66789,4.620811,4.561842,4.528204,4.640317,4.690084,4.59737,4.585148,4.671701,4.737942,4.48105,4.543781,4.689312,4.675013,4.58911,4.665102
DCTN1,3.242586,3.222937,3.228301,3.249277,3.261933,3.230525,3.239066,3.241598,3.255861,3.247371,3.226042,3.257566,3.253578,3.262734,3.246654,3.242608,3.258841,3.244557,3.242936,3.265375,3.244793,3.234523,3.257463,3.241309,3.239066
SLC25A25,7.019785,7.765398,7.597572,7.652021,7.114538,7.678791,6.913058,7.379369,7.674927,7.377701,7.20805,7.419804,7.581872,7.42324,6.837742,6.440873,6.928284,7.189198,7.404809,7.164463,6.843717,7.143261,7.211451,7.501068,7.32961
SMG7,3.541296,3.484276,3.534172,3.520509,3.557781,3.431669,3.454192,3.424829,3.372098,3.464414,3.53767,3.492352,3.426474,3.436709,3.445439,3.57623,3.60776,3.74497,3.543178,3.512158,3.518901,3.419697,3.455148,3.692275,3.461722
MLLT10,5.155558,5.237306,5.328915,5.042619,4.792591,4.834131,4.947721,4.943598,5.349314,4.633566,4.610291,4.777421,4.644718,4.641667,5.384336,4.586959,4.635611,4.183864,4.784932,4.519145,4.674366,4.657179,5.168338,4.52549,5.037845
CHAF1B,8.005945,8.217062,8.05268,8.133904,7.412964,8.577431,7.909629,8.421305,8.318904,7.881633,8.147732,7.989036,7.92485,7.549899,7.798593,6.719823,7.613757,8.057609,8.135767,7.876721,8.146972,8.159446,8.237827,8.414044,7.985348
TOM1L2,3.604331,3.6251355,3.5916845,3.650726,3.5996985,3.5952915,3.6601285,3.601281,3.667639,3.613325,3.5953225,3.5950045,3.5321740000000004,3.6281325000000004,3.674923,3.6515519999999997,3.6537509999999997,3.586861,3.5873555,3.6361175,3.5540265,3.542074,3.6046065,3.6527724999999998,3.575557
TSC1,3.314535,3.308631,3.293403,3.33991,3.336535,3.337217,3.314604,3.355468,3.442591,3.311267,3.308503,3.307205,3.357683,3.310846,3.311983,3.307766,3.290962,3.313654,3.314567,3.309608,3.346381,3.295432,3.345218,3.296611,3.305818
GPR26,3.201758,3.205234,3.205674,3.2003135,3.3512465000000002,3.1910559999999997,3.188546,3.227399,3.2028485,3.2165535,3.194128,3.1972785000000004,3.2773925,3.2262399999999998,3.1754635,3.2507675000000003,3.1901995000000003,3.237876,3.233442,3.1995765,3.2314555,3.1974679999999998,3.2131610000000004,3.21508,3.223287
PIGO,3.385317,3.517307,3.470388,3.571637,3.592833,3.650726,3.444283,3.551776,3.899487,3.462387,3.401696,3.478076,3.54639,3.351148,3.61646,3.401301,3.433069,3.331452,3.520895,3.412857,3.388208,3.43295,3.5124,3.377462,3.44274
EYA1,3.250751,3.252758,3.213155,3.216893,3.215879,3.2581,3.269992,3.274333,3.212513,3.218395,3.252958,3.216565,3.231542,3.255723,3.25104,3.228782,3.217815,3.224417,3.198606,3.273731,3.22747,3.280588,3.214743,3.23173,3.203529
IL16,5.535238,5.585583,5.486396,5.528471,5.569016,5.399011,5.365039,5.591361,5.929691,5.825259,5.549278,5.494281,5.678047,5.473398,5.661067,5.378606,5.570214,5.581744,5.708229,5.527313,5.357135,5.808232,5.731936,5.464339,5.658825
ALDH1B1,3.619941,3.57011,3.861076,3.838741,3.712728,3.841764,3.749688,3.720766,4.075809,3.737345,3.58439,3.80761,3.804141,3.590919,3.94576,3.479995,3.544336,3.52996,3.409252,3.553688,3.572089,3.640289,3.874313,3.69133,3.755151
ELAVL2,4.494559,4.566308,4.374392,4.951351,4.23503,4.381218,4.870342,5.1452,4.732258,4.313333,4.067035,4.655908,4.854491,4.360642,4.667042,4.869311,4.614409,4.304019,4.817362,4.514029,4.624806,4.290492,4.692718,4.480431,4.607946
KIZ,3.647202,3.601613,3.63612,3.597133,3.581822,3.621981,3.760006,3.617301,3.558072,3.57746,3.643093,3.725733,3.678381,3.566503,3.624298,3.608847,3.661971,3.728754,3.605451,3.612106,3.635561,3.61966,3.611419,3.612687,3.643535
OR14A16,3.830862,4.083214,4.280623,4.552019,4.161073,4.266952,3.979295,4.232419,4.844628,3.958571,3.933839,4.05257,3.977001,3.90893,4.450854,3.7435,3.916117,3.699063,3.900172,3.66691,3.756373,3.955792,4.046618,3.994269,4.015059
ERAP2,3.257881,5.494871,3.20726,6.695598,6.167174,6.352241,3.286157,5.066222,4.327444,3.37024,3.232188,3.275979,3.217278,3.296093,3.534541,3.358303,3.301941,3.246505,3.328374,3.260699,3.333546,3.255126,3.220699,3.343705,3.270425
CYP46A1,4.265615,4.490367,4.352942,4.514869,4.408173,4.618377,4.309104,4.277966,4.285088,4.279766,4.30558,4.219163,4.106194,4.302207,4.156427,4.306602,4.420332,4.506018,4.327866,4.365108,4.321584,4.15893,4.361915,4.411952,4.155471
PIP5K1C,3.19771,3.209711,3.183007,3.174388,3.197179,3.197744,3.171093,3.216678,3.237666,3.231982,3.169997,3.161439,3.18274,3.218929,3.261093,3.232341,3.197072,3.210292,3.178946,3.200749,3.214683,3.211615,3.202957,3.217605,3.241788
CDC6,4.462128,4.246727,4.468007,4.731458,4.356216,4.392734,4.604122,4.462258,4.722656,4.614479,4.225688,4.529665,4.335409,4.36257,4.507302,4.455907,4.576382,4.223006,4.512698,4.510907,4.279874,4.437929,4.567581,4.186021,4.748605
NKX2-5,3.551922,3.599352,3.651479,3.604004,3.663465,3.608326,3.442141,3.460198,3.703448,3.611054,3.607068,3.598674,3.624765,3.497584,3.64086,3.406816,3.568628,3.550503,3.657322,3.595199,3.473064,3.679167,3.622281,3.465187,3.621853
TBPL1,3.483072,3.527898,3.511313,3.48402,3.516872,3.536549,3.491088,3.498304,3.494847,3.578855,3.48386,3.516872,3.569331,3.568951,3.486385,3.517125,3.618419,3.700762,3.599026,3.522466,3.573825,3.545908,3.551545,3.568611,3.579745
PSEN1,3.75019,3.721385,3.714166,3.887484,3.941718,3.929761,3.78768,3.743393,4.201152,4.127656,4.202712,3.921741,4.156695,3.900389,3.805956,3.775068,4.060585,3.805144,3.936261,3.948368,3.819759,4.021914,4.061516,3.811953,4.147519
PUF60,4.564437,4.456346,4.558892,4.272267,4.361003,4.526242,4.677947,4.472246,4.81993,4.8897,4.945756,4.810153,5.233722,4.935221,4.562839,4.608221,4.987701,4.760647,4.852799,5.068831,4.623517,4.978122,4.857522,4.848037,5.016981
P3H2,3.172096,3.163394,3.212239,3.295432,3.3055,3.216025,3.189838,3.208412,3.174974,3.195931,3.251773,3.168008,3.208412,3.234626,3.244425,3.178632,3.16954,3.178958,3.302195,3.193686,3.221771,3.355111,3.202896,3.198219,3.174073
PLOD1,3.719166,3.878926,3.685569,3.862306,3.51039,3.73743,3.761152,3.907365,4.378122,3.636003,3.606534,3.602187,3.548957,3.729838,4.101458,3.725979,3.619908,3.705137,3.527033,3.617126,3.682778,3.79042,3.583473,3.690677,3.652385
SYN1,3.664608,3.875338,3.711787,3.694686,3.802702,3.845801,3.927819,3.668044,3.626199,3.664371,4.173758,3.865888,3.5691,3.991135,3.820077,3.957716,3.608004,3.808873,3.842794,3.655056,3.799911,3.805646,3.746346,3.927089,3.638445
RTN4,3.883447,3.931591,3.860727,3.781933,3.747871,3.85456,3.763563,3.749006,3.811934,3.741825,3.774064,3.714736,3.799002,3.74968,3.810239,3.868359,3.750752,3.776279,3.739122,3.742342,3.744067,3.81033,3.834637,3.804184,3.710718
SPAG17,4.106114,3.924505,4.049642,4.135964,4.192344,4.060642,4.194867,3.879569,4.599287,3.99117,4.101795,4.263773,4.124385,4.276914,4.275918,3.924809,4.275072,4.141212,4.361955,4.188389,4.075968,4.215533,4.07094,4.293616,4.115909
NR1H3,3.723901,3.871253,3.656734,3.763508,3.707436,3.622165,3.837267,4.191937,3.619371,3.686681,3.950255,3.619857,3.654603,3.751777,3.692686,3.736659,3.688317,3.755829,3.526464,3.586203,3.715725,3.740794,3.587472,3.786848,3.54832
TRRAP,3.280296,3.341259,3.253922,3.469471,3.396131,3.421255,3.329626,3.3561,3.566356,3.27019,3.284239,3.297137,3.250139,3.278715,3.495066,3.333097,3.258477,3.276947,3.273405,3.274732,3.29392,3.271601,3.321218,3.269941,3.312789
PYCR3,6.428638,7.135117,6.543045,7.677209,7.259515,7.012351,6.334054,7.60772,7.891002,7.179136,7.29829,7.142484,7.886491,6.948402,6.985708,4.320355,6.500789,6.224366,6.935851,6.895544,6.859196,6.872032,7.247564,7.063341,7.216346
ACRV1,3.152188,3.168701,3.186409,3.138321,3.222499,3.174099,3.135444,3.146512,3.245705,3.326197,3.272581,3.127927,3.148983,3.158767,3.15763,3.158268,3.121736,3.143868,3.187465,3.137181,3.160646,3.143247,3.173362,3.162372,3.161757
GNB5,5.121493,8.048262,3.528889,6.27577,4.60342,7.097735,4.780237,8.012493,4.594425,4.115942,5.204486,3.65296,3.335776,3.901577,7.301824,3.47257,3.426018,3.258312,3.736936,3.654771,4.104569,3.364425,4.244927,3.281009,3.416104
LACC1,5.382873,5.801518,5.922171,6.147428,5.432963,6.122594,5.16038,5.526553,5.873507,5.205318,5.352899,5.361179,5.584095,5.348272,5.5729,4.164096,5.087349,4.953095,5.342053,5.12558,4.719576,5.169882,5.586954,5.316492,5.492963
IL18,3.581956,3.639531,3.59117,3.598678,3.637122,3.710991,3.766199,3.763505,3.685115,3.497817,3.593637,3.693964,3.539324,3.901723,3.880121,3.601723,3.667236,3.534183,3.728195,3.633003,3.630213,3.580719,3.709594,3.594058,3.694577
ATOH7,3.509833,3.519638,3.481216,3.655418,3.615313,3.668669,3.5591,3.625664,3.990957,3.453261,3.499266,3.475858,3.555493,3.472503,3.648049,3.53074,3.476377,3.467904,3.467267,3.47189,3.490464,3.508967,3.591162,3.485681,3.557578
STT3B,3.39878,3.407719,3.498898,3.409869,3.377189,3.413873,3.391712,3.374743,3.509364,3.333069,3.349013,3.411664,3.372055,3.427955,3.470846,3.445446,3.423435,3.342779,3.359232,3.435503,3.36301,3.375461,3.420182,3.384449,3.364198
SERPINA3,5.099907,5.223083,5.222971,4.823245,4.905603,5.271176,4.916807,4.831115,4.952819,5.022376,4.88306,4.970712,5.128394,5.18504,5.025773,4.9945,5.044367,5.198678,5.270746,5.132184,5.07066,5.126628,5.153228,5.240747,5.083735
CDCA7,4.768282,4.701268,4.993902,4.72748,4.715066,4.848279,4.732771,4.571607,4.940187,5.053853,4.937047,4.979394,5.410398,4.942724,4.898204,4.547584,4.993856,4.860978,5.13008,5.024037,4.895942,5.039895,5.153471,4.852322,5.096866
LINS1,3.91456,4.250801,4.095183,4.557046,4.619765,4.972375,4.179695,4.088977,5.489726,3.770521,4.045656,4.664733,3.857412,4.136769,5.075744,3.497957,4.232586,3.508274,3.628696,3.958102,3.786917,3.664174,3.810752,3.91292,4.183175
NOD2,3.706537,3.893618,4.040965,4.038847,4.371717,4.023056,4.005704,3.935482,4.639085,4.138205,4.02721,4.079583,4.135837,3.788561,4.154491,3.555462,4.168752,3.964767,3.610555,3.93929,3.506578,4.650176,3.77243,3.378022,4.143664
RNASEH2A,3.841111,3.598903,3.671632,3.635468,3.626422,3.811463,3.694693,3.812436,3.91469,3.785025,3.774178,3.841862,4.3714,3.755117,3.717132,3.509397,3.795683,3.645489,3.78354,3.657158,3.751776,3.822224,3.84013,3.673389,3.850139
C3,5.176854,5.265137,5.178125,5.104025,5.16333,5.286046,5.167568,5.075772,5.016601,4.934361,4.811116,5.0707,4.94939,5.053513,5.156233,5.241742,4.918631,4.844612,5.181038,5.024701,5.044964,5.091132,5.140429,5.023141,5.067418
RAB39B,4.339182,4.287037,4.354775,4.536845,4.491405,4.420361,4.11727,4.33432,4.160738,3.96774,4.036543,3.959359,4.126821,4.319454,4.209221,4.06703,4.081235,3.988716,4.107573,4.176013,4.203707,4.125835,4.069832,4.271427,4.391904
TAOK3,4.42429,4.365445,4.377624,4.411808,4.283079,4.503842,4.680593,4.279828,4.455556,4.270491,4.384259,4.427006,4.155693,4.370378,4.459397,4.51631,4.472615,4.53787,4.404842,4.482255,4.599505,4.435598,4.425386,4.423522,4.435252
PLP2,3.569449,3.593676,3.539647,3.664818,3.574563,3.583288,3.564431,3.50332,3.604527,3.465328,3.588343,3.485612,3.51462,3.494419,3.714264,3.683943,3.511653,3.557429,3.474438,3.499068,3.54513,3.538496,3.518688,3.70047,3.551255
MRPS16,7.211515,7.420909,7.264518,7.284383,6.897825,6.810619,7.051962,7.16689,7.907373,7.247022,6.947487,6.987934,7.008178,7.280376,7.3626,6.60991,6.843758,6.915853,6.493992,6.856101,6.328224,6.895041,6.991456,7.210639,7.255422
UBA1,4.852517,3.945325,3.707546,4.092917,3.838849,3.869364,4.307381,4.713228,3.813148,4.325784,4.55814,4.147703,4.819872,5.022628,3.819157,5.065775,4.784311,4.392078,4.705802,4.674233,4.381044,4.996537,5.682133,4.891124,5.799168
NUP133,3.285171,3.292724,3.293773,3.323888,3.372573,3.278432,3.291583,3.384227,3.28832,3.263159,3.333922,3.305794,3.293325,3.313604,3.253815,3.328052,3.295042,3.345453,3.268228,3.272107,3.290145,3.268219,3.315419,3.279413,3.263087
UNC79,3.415011,3.46788,3.511259,3.56669,3.680557,3.805374,3.393592,3.636223,3.957239,3.788276,3.723088,3.34866,3.714614,3.367202,3.500111,3.321096,3.466088,3.500379,3.407538,3.363351,3.406939,3.544702,3.485183,3.310791,3.575049
HAND1,3.415257,3.320712,3.469686,3.58707,3.428021,3.424728,4.585278,4.28593,4.153999,3.263424,3.334008,3.3237,3.274936,3.82999,3.976873,3.612253,4.019181,3.324784,3.334958,3.340095,3.593044,3.314256,3.414444,3.430363,3.537702
MAFB,3.200604,3.21627,3.263931,3.164019,3.168055,3.282978,3.185835,3.208189,3.189866,3.534959,3.227821,3.273329,3.403417,3.174874,3.274681,3.183966,3.199797,3.180214,3.24521,3.213016,3.245535,3.224349,3.186257,3.186507,3.170581
MTHFD1,3.537157,3.585175,3.680078,3.465551,3.740922,3.535995,3.420009,3.732189,3.503662,4.052593,3.674564,3.629488,3.865029,3.618152,3.444497,3.637904,3.388653,3.760994,3.74291,3.646544,3.627471,3.603658,3.597677,3.631782,3.416663
CYP21A2,3.268475,3.26061,3.220755,3.23894,3.245825,3.23654,3.219563,3.248878,3.211035,3.24353,3.23916,3.220257,3.237576,3.239674,3.255549,3.245887,3.231552,3.227797,3.215903,3.231865,3.239137,3.215079,3.22766,3.239646,3.227662
OXA1L,3.609744,3.601832,3.699122,3.545655,3.440626,3.483505,3.545591,3.441566,3.771865,3.424069,3.464909,3.577058,3.581475,3.530718,3.707801,3.445782,3.531854,3.48459,3.620243,3.499591,3.490915,3.565195,3.683467,3.462272,3.696543
MRPS12,3.273465,3.299983,3.327448,3.383127,3.456494,3.270575,3.41708,3.294205,3.301147,3.269164,3.261554,3.339311,3.503945,3.293817,3.575297,3.447932,3.293016,3.325239,3.620243,3.381051,3.40463,3.222295,3.341675,3.248533,3.343658
PNKP,3.294365,3.162918,3.280095,3.401566,3.473731,3.284589,3.251117,3.176902,3.286441,3.520842,3.694417,3.378022,3.242423,3.181623,3.289833,3.270902,3.219783,3.507412,3.243415,3.214254,3.350981,3.415702,3.220231,3.456226,3.187865
SOX4,5.001841,5.114277,5.006765,5.005546,5.255585,5.07519,4.999121,5.097307,5.029272,4.966924,4.933063,5.102169,5.051471,5.096882,5.110956,5.112896,5.074145,4.950393,5.064813,5.048362,5.066511,4.902555,5.099355,5.165024,4.87087
CD3G,5.862241,6.111102,6.054755,5.294375,5.294738,5.750644,5.35796,5.563424,5.107957,5.090406,4.970328,5.358047,4.866662,5.459097,5.617643,5.509887,5.140756,4.753683,5.283998,5.178907,5.152596,5.232828,5.508821,4.999453,5.170008
BRD2,5.490035,5.596048,5.357839,5.901611,5.817335,5.183403,5.807443,5.98215,5.750561,5.47366,5.696906,5.659205,5.585822,5.671343,5.95345,5.936037,5.899486,5.425745,5.595401,5.74211,5.591482,5.543941,5.955745,5.535633,6.130364
UBXN8,3.359939,3.30638,3.337403,3.391164,3.342497,3.366413,3.397518,3.284983,3.331416,3.345577,3.403152,3.63128,3.266915,3.497714,3.326108,3.480491,3.51621,3.345738,3.395399,3.322677,3.492774,3.323585,3.226942,3.456812,3.161757
MEOX2,3.279812,3.229212,3.381624,3.38454,3.193919,3.30163,3.541595,3.295431,3.751853,3.245681,3.495888,3.564829,3.279082,3.158767,3.421804,3.437636,3.342353,3.219783,3.285285,3.611382,3.175947,3.577272,3.307499,3.324494,3.448525
GTF2H5,3.17988,3.183221,3.188825,3.20196,3.168055,3.157794,3.292287,3.182037,3.240348,3.186826,3.164919,3.207107,3.184444,3.173136,3.171999,3.253353,3.189639,3.282745,3.164756,3.208545,3.206742,3.198311,3.202236,3.309102,3.178632
KRBA1,4.015045,3.965116,4.145719,4.114829,4.124049,4.169528,4.070477,4.091207,4.488903,4.0331,4.024752,4.111845,4.519169,3.989507,4.262156,3.800315,3.946746,3.749763,4.207592,3.874671,3.898766,4.190764,4.223856,4.051101,4.151058
UNC45A,3.513539,3.463867,3.42519,3.409516,3.443622,3.411143,3.433522,3.435996,3.382357,3.438621,3.447006,3.433211,3.509904,3.462667,3.415663,3.500573,3.38059,3.508068,3.43567,3.434028,3.505964,3.40377,3.402923,3.432149,3.415994
BLOC1S6,3.231462,3.245961,3.254012,3.332254,3.355597,3.229344,3.273173,3.295431,3.211362,3.292572,3.226034,3.285345,3.168904,3.259097,3.17753,3.21749,3.234654,3.289719,3.210188,3.277334,3.461569,3.260008,3.225581,3.336726,3.271375
FBXL4,3.488407,3.619207,3.770186,3.707195,3.563297,3.617646,3.511128,3.514773,3.642144,3.545563,3.450934,3.512819,3.542158,3.455857,3.522814,3.403876,3.450348,3.431465,3.520635,3.405446,3.45438,3.436754,3.619678,3.474515,3.517345
ITGA4,3.430944,3.475688,3.426499,3.496516,3.451575,3.485274,3.545013,3.469268,3.443612,3.463387,3.516959,3.470687,3.381685,3.496758,3.4182,3.448337,3.428047,3.479738,3.398551,3.432806,3.417968,3.426949,3.398398,3.424196,3.432922
CD83,3.184746,3.201717,3.1847,3.2021,3.198418,3.192845,3.197378,3.207571,3.193753,3.201917,3.198937,3.197001,3.207571,3.197765,3.215979,3.202377,3.197378,3.195302,3.187174,3.197378,3.20191,3.196342,3.196698,3.197378,3.204387
OGG1,4.412755,4.478641,4.882388,4.797001,4.668777,4.939614,4.551265,4.745642,5.366315,4.882564,4.584546,4.813043,5.115186,4.612272,4.66282,4.033788,4.484193,4.122368,4.700106,4.438682,4.301536,4.397703,4.800507,4.330686,4.89037
ATP1A2,3.869411,3.835471,3.81452,3.822355,3.804873,3.790045,3.829678,3.662072,3.700922,3.67065,3.780605,3.757711,3.697398,3.764434,3.778694,4.049239,3.831222,3.834657,3.80262,3.733796,3.752476,3.805362,3.76637,3.786301,3.774487
CXCL12,4.203169,4.295122,4.025777,4.124377,3.924116,4.184808,4.167923,3.942302,4.079874,4.063561,3.991144,4.149005,3.626534,4.223957,3.996651,4.693641,4.136592,4.132186,4.149041,4.060563,4.138834,4.046688,4.07646,4.547132,4.03309
HIP1,4.129612,4.36326,4.389042,4.527956,4.454133,4.56479,4.214297,4.330409,5.008285,4.805581,4.345868,4.52592,5.099753,4.388558,4.477833,3.930215,4.355102,4.392359,4.59909,4.371066,4.067936,4.53578,4.327908,4.271177,4.624804
KLK1,7.651269,7.65787,7.465614,7.959135,7.87695,7.396202,8.035738,8.089131,7.977916,8.146734,7.822612,7.747674,7.852756,7.968449,8.294217,7.236532,7.959448,7.690209,7.936062,7.85247,8.008259,8.036747,8.182814,8.101718,8.359314
CYP7B1,3.577144,3.669859,3.682566,3.685513,3.617653,3.768305,3.740491,3.660667,3.731004,3.640618,3.666862,3.554484,3.617395,3.629528,3.734332,3.72415,3.731274,3.631675,3.604482,3.639341,3.606878,3.613171,3.552268,3.685037,3.59201
DENND5A,3.572464,3.532994,3.521561,3.528447,3.519296,3.538981,3.527993,3.502965,3.543017,3.506085,3.5275,3.513122,3.50229,3.544694,3.5151,3.551695,3.515143,3.61056,3.597248,3.569252,3.577289,3.503626,3.544896,3.528365,3.551857
SLC4A7,4.522675,4.534447,4.607098,4.482588,4.410738,4.686974,4.453327,4.35041,4.531775,4.455336,4.48248,4.507592,4.542884,4.541062,4.505389,4.476017,4.506413,4.40877,4.578846,4.442217,4.511568,4.570174,4.578816,4.458792,4.624674
RAP1GAP2,3.205863,3.224895,3.236034,3.23342,3.213485,3.202028,3.216751,3.189845,3.206362,3.197273,3.233551,3.211179,3.233984,3.22018,3.258564,3.239397,3.219176,3.234802,3.204116,3.193355,3.2354,3.261999,3.236064,3.270793,3.222717
TXLNG,3.852386,4.087347,3.970218,4.188953,3.897469,4.327645,3.916259,4.073163,4.284032,3.900376,3.718036,3.765024,4.171383,3.750766,4.157133,3.498409,3.877215,3.619354,3.916827,3.743013,3.640832,3.925242,3.972456,3.682044,3.993956
HNRNPM,3.737225,3.731745,3.729142,3.692015,3.718777,3.788093,3.745267,3.74923,3.78518,3.695221,3.729992,3.721512,3.699083,3.708698,3.740196,3.6672,3.66748,3.642467,3.694679,3.733804,3.741602,3.684479,3.714053,3.714715,3.722001
YAP1,4.466585,4.525167,4.58592,4.630056,4.466433,4.477231,4.315911,4.468656,4.818114,4.628027,4.544186,4.521,4.585377,4.433635,4.572844,4.167565,4.383186,4.422218,4.490865,4.361518,4.245934,4.530926,4.488583,4.295665,4.521922
DCAF12L1,4.07684,4.041422,4.014518,3.99052,3.92589,3.995108,4.072345,4.001534,3.821382,3.897176,3.983887,3.959855,3.951403,4.116683,3.930507,4.234124,3.971315,4.089522,4.033156,4.038513,3.948638,4.003018,4.040772,4.006651,3.911539
SIAE,3.842473,3.51729,3.692247,3.654591,3.959827,3.602655,3.933713,3.542989,3.506099,3.666787,3.566701,3.587238,3.65312,3.565637,3.915566,3.583259,4.001552,3.925513,4.026444,4.135675,3.683932,3.77327,3.641836,3.713862,3.63872
GPATCH2,5.233673,5.2514,5.384798,5.443339,5.331865,5.271746,5.259332,5.312822,5.989679,5.503896,5.361229,5.616986,5.648942,5.279677,5.558612,4.500041,5.151656,4.96478,5.328322,5.065737,5.029362,5.233753,5.577144,5.227926,5.48526
CALU,6.379202,6.926255,6.66595,6.948551,7.008846,7.295974,6.23065,6.659261,6.799855,6.858563,6.652925,6.650566,6.76285,6.411798,6.495935,5.693468,6.206266,6.847136,6.936297,6.581262,7.094423,6.775637,6.791683,6.489257,6.590858
KLHL10,3.272516,3.307684,3.280911,3.309431,3.305422,3.292268,3.293922,3.306993,3.250434,3.391964,3.315758,3.286223,3.294243,3.340145,3.285569,3.296977,3.319117,3.33295,3.31686,3.32331,3.28921,3.291228,3.260602,3.325581,3.285661
RORA,3.701919,3.762951,3.643055,3.639215,3.55944,3.740611,3.645041,3.626576,3.949082,3.710495,3.669497,3.575377,3.591926,3.631688,3.770993,3.62089,3.646265,3.569762,3.730811,3.643263,3.643035,3.642825,3.648227,3.605191,3.722787
NOX3,3.917104,4.143995,4.172895,4.424889,4.079362,4.360668,3.971844,4.132971,5.005775,4.070788,4.111781,3.998079,4.221637,3.904928,4.175717,3.752802,3.954088,3.824827,4.005643,3.751966,3.746194,3.872432,4.082391,3.94414,4.21149
NEXN,4.035203,4.156001,4.065985,5.67653,3.816976,4.287706,3.848425,3.759399,3.914855,3.861169,3.897406,4.0078,3.785944,3.952881,3.791791,3.895907,3.919672,3.904656,3.878924,3.885261,3.806766,3.78001,3.85258,3.831262,3.871696
UROD,4.260127,4.228724,4.251927,4.12909,4.152809,4.187761,4.212821,4.047836,4.048661,4.250344,4.348869,4.220836,4.159782,4.393051,4.124938,4.424111,4.392117,4.383347,4.351749,4.269128,4.257623,4.322611,4.320218,4.430649,4.250782
LIPI,3.204022,3.209634,3.235831,3.225579,3.272179,3.197341,3.333493,3.167669,3.288565,3.210446,3.218293,3.218325,3.155009,3.188881,3.211568,3.278789,3.265519,3.17669,3.218117,3.181856,3.190881,3.236639,3.203596,3.21662,3.20684
SEL1L,5.733625,5.959093,5.655371,5.700854,5.640887,5.940607,5.603201,6.212602,5.894817,5.157885,5.498379,5.604601,5.616872,5.521749,5.960239,5.417668,5.463873,5.248584,5.463001,5.389846,5.426887,5.491037,5.57603,5.464344,5.605474
P2RY4,8.017859,8.047192,8.533361,8.160276,7.975427,8.306829,8.197358,7.850492,8.511593,8.774281,8.536304,8.556806,8.541967,8.52949,7.827364,7.704637,8.13545,8.686204,8.886427,8.528394,8.401852,8.808671,8.528733,8.542956,8.348745
PMS2,4.434338,4.6344575,4.536638,4.521387,4.36397,4.7553355,4.292259,4.407598,4.558106,4.247676500000001,4.363727,4.4137105,4.3853455,4.447669,4.573862500000001,4.3571055,4.372192,4.3667885,4.390773,4.34704,4.5050525,4.466748,4.4582355,4.460630999999999,4.48698
COL13A1,4.764863,5.038491,4.604896,4.535869,4.633756,5.122891,4.592749,4.789626,4.525298,4.461332,4.559334,4.597433,4.642822,4.989912,5.034867,4.653552,4.857922,4.719957,4.679811,4.628307,4.682902,4.563729,4.69199,4.795793,4.925134
FYB1,3.872426,3.676759,3.752528,3.605387,3.723288,3.779653,3.763191,3.642251,3.729838,3.541388,3.673539,3.800215,3.816581,3.75178,3.781508,3.792599,3.705044,3.760328,3.752878,3.774624,3.652355,3.728105,3.765361,3.804599,3.733341
ARMCX2,4.7132,4.828846,4.536969,4.667909,4.659725,4.653774,4.604269,4.786634,5.193007,4.458667,4.549874,4.667535,4.738652,4.52233,5.182581,4.232553,4.564746,4.403196,4.754099,4.63375,4.525249,4.657583,4.814081,4.640873,4.849696
PAX7,5.449397,5.423735,5.35864,5.220491,4.68934,5.018736,4.744161,4.897847,4.905599,4.575816,4.721821,4.606551,4.616235,4.771938,5.081402,4.43443,4.218588,4.588274,4.929986,4.653982,4.529522,4.743618,5.100777,4.417995,4.666311
VNN2,3.588054,3.601536,3.607521,3.61695,3.607825,3.637722,3.59577,3.523018,3.756669,3.533092,3.545763,3.614667,3.659608,3.655164,3.620757,3.572829,3.544162,3.574142,3.62952,3.588748,3.572144,3.645182,3.670142,3.600409,3.643901
GNPTAB,3.373646,3.295514,3.410548,3.26695,3.276272,3.468839,3.508014,3.350345,3.324349,3.469885,3.179438,3.495531,3.326859,3.282308,3.409716,3.329355,3.457845,3.373368,3.311181,3.278921,3.381491,3.501899,3.27852,3.3037,3.472867
