,ind002,ind003,ind005,ind006,ind011,ind012,ind017,ind024,ind027,ind028,ind030,ind032,ind033,ind036,ind037,ind039,ind040,ind041,ind042,ind043,ind044,ind048,ind050,ind053,ind056,ind058,ind062,ind065,ind066,ind067,ind068,ind069,ind080,ind084,ind085,ind093,ind094,ind095,ind096,ind097,ind098,ind099,ind100
UBE4A,8.135375038,8.541550892,8.590804187,8.81484313,8.326176903,8.488034469,9.474419758,9.168437079,9.246123394,9.505206603,9.027591043,8.734002385,9.005342121,9.247466498,9.173807126,9.094813823,7.820653333,7.387392008,7.248232057,7.409519195,8.094637168,8.31243186,8.026238509,8.116913661,8.381185304,8.655886381,8.451602375,8.147205872,8.155549038,8.245759057,7.62005092,8.265822903,9.241693824,9.019240802,9.310843971,7.241987168,8.741251361,8.453899273,8.846577917,9.037993555,8.683762873,9.146476569,8.65978966
PKD1L2,4.803351762,4.919621359,4.754804556,4.763471092,4.598836184,4.574218146,4.925419222,4.750978728,4.736060011,4.836076805,4.784766205,4.780339886,4.411931909,4.965321106,4.284103075,4.868536198,4.809530246,4.558914654,4.548231441,4.598060177,4.480443755,4.598479274,4.740309986,4.8206171,4.453547267,4.802268724,4.829947392,4.861391128,4.769833713,4.424376107,4.640325791,4.541212149,4.250548686,4.623017046,4.794038859,4.942949001,4.709499309,4.660377561,4.675597253,4.407202595,4.802730668,4.551433657,4.854145175
INS-IGF2,4.235169772,4.361910783,3.983203296,3.959236415,4.061587372,4.155591592,4.047136699,4.000265624,3.701746035,3.886435013,4.309114182,3.969747095,3.865476648,3.936068849,4.02912944,3.820457033,4.085735329,4.139472133,4.177578621,3.786207561,4.097271388,4.285761249,4.012714787,4.322924228,4.176871057,3.880574398,4.275254765,4.227962337,4.104750421,4.115596437,3.829407505,3.880961659,4.26673849,4.269265264,4.160275849,4.072047717,4.098110903,4.088865168,4.053317725,4.189271708,4.09035549,4.079659692,4.145512593
FUNDC1,9.39813124,9.016566661,9.572156656,9.609752246,8.375540067,9.62289948,8.957128974,9.034894519,9.26593508,9.195268855,9.279734589,8.949276508,9.375949118,9.498912285,9.250884276,9.279042898,9.157020873,9.578439702,9.236135171,9.176462466,9.243552567,9.277419236,8.514121202,9.028000199,8.512806525,8.627077875,8.747857609,9.213338406,9.052191162,9.029217214,9.657397261,8.695861595,8.47057962,9.473400178,9.878824044,8.794596712,8.701601816,9.263681386,9.088348286,9.289091291,8.913650855,9.150824226,8.318380989
RPS20,13.59559348,13.73955573,13.48260404,13.70916331,13.58503365,13.80702788,13.55929386,13.4475122,13.70916331,13.58503365,13.67379391,13.80210775,13.62095342,13.72464364,13.70916331,13.57467424,13.66821912,13.68861894,13.83288092,13.76074419,13.62095342,13.55929386,13.41234974,13.56475156,13.63148515,13.63148515,13.72963633,13.66821912,13.40727216,13.80702788,13.67379391,13.57467424,13.71956188,13.79690938,14.04244104,13.79690938,13.82261148,13.91362843,14.15882006,13.88388076,13.80702788,13.68861894,13.32775118
SEMA6D,5.37239555,5.474143475,5.406123088,5.505490204,5.351545782,5.097171453,5.414420916,5.327582916,5.5099075,5.515369647,5.176357203,5.441639131,5.199244318,5.406521033,5.39705946,5.075421957,5.806031156,5.576928234,5.440100715,5.512537818,5.186616822,5.64578951,5.636559212,5.268508315,5.516674424,5.646453169,5.547135976,5.44805219,5.704783708,5.538105423,5.460560583,5.327374893,5.515681547,5.370308943,5.266449633,5.801938882,5.321953968,5.661543828,5.955252082,5.489087477,5.493624843,5.419534676,5.57725751
PCDHAC1,5.102718303,5.035071074,4.710359526,4.773665049,4.976263895,4.95023751,4.957416715,5.084745642,4.910521716,4.760646618,4.631839612,5.291344356,4.939031213,4.270852399,4.886717245,5.432315094,5.274688439,5.06615826,5.446131437,5.172860506,5.09026193,4.938909381,5.148578476,4.831200103,4.948975307,5.128621077,5.215073334,4.785622782,5.054674011,5.334578436,5.157874165,4.87195254,5.2642537,4.904214985,5.193670122,5.484678301,5.535415921,5.247970725,5.294239053,5.106126438,5.186796229,5.274192296,5.378336496
PIN4,6.192668921,6.06633118,6.436365892,6.176533392,6.349022939,6.525041991,5.985321256,5.897749408,6.224013307,6.048405646,6.094407536,6.155257072,6.166424537,6.120793687,6.259258865,6.321105502,5.512853206,5.884499923,5.903865692,6.007166633,5.769635876,5.635066719,5.880346543,5.713874994,5.770668518,6.006230416,5.396449841,5.686671226,5.633682802,6.378381004,5.503624442,5.842940352,5.289273933,5.478612229,5.706658045,5.530802716,5.991152442,5.777534795,5.755338164,5.603045441,6.056598669,6.068166486,5.608805628
MPP1,7.232822145,7.528503578,7.337880862,6.846236583,8.870788166,6.911296075,8.004959345,7.120299926,7.137901565,7.779122694,7.162839222,7.528100292,7.361553566,7.450303343,7.48876027,7.396004363,7.143821606,6.934522244,6.809682411,7.484865546,7.21549177,7.370505525,8.592208896,7.601095605,8.344398194,7.083154543,7.268803109,7.150289741,6.099819467,7.558053643,6.831951927,7.542429194,8.333497084,7.142667207,6.863403076,6.263548541,6.757174488,6.793773772,7.188640915,6.207067238,7.66456504,6.988338526,8.736932215
GNAT1,5.562667799,4.990927859,5.592289762,5.450949267,5.002977029,5.41259799,5.455344287,5.448272708,5.51700521,5.171776042,5.427198546,5.297999098,5.25982383,5.626951736,5.669630916,5.437374015,5.822867497,6.444618458,6.653079292,5.568527496,5.931778388,6.033788329,5.76614248,5.96365728,5.579924246,5.48010137,5.657868075,6.129873986,5.641016713,5.689586775,6.641501666,6.064371143,5.460046001,5.888877475,5.845394239,5.260277391,5.513898837,6.047610122,5.906969568,5.643623733,5.471123868,5.268699868,5.294234297
BBC3,7.119753896,7.019135854,7.119077605,7.145843953,6.465161922,7.088447761,7.031731913,7.099258251,7.131529528,6.506419577,7.142968092,6.880150494,6.87096293,7.249395256,6.982042581,6.69347573,7.058269945,6.815602455,7.288935509,6.78992323,6.996779176,7.550757611,6.946261704,7.294219124,6.798644243,7.213147478,7.098086905,7.498133302,7.034983086,7.223500122,7.490469907,7.76184114,6.393454547,6.952932163,6.366403782,7.242224384,6.655074271,6.512959697,7.307108195,6.397196555,7.216556391,7.33560999,6.53162535
MSN,9.844727917,10.08509933,9.630302594,9.409674556,9.99393894,9.545434875,9.96742145,10.50928141,10.03824281,9.486589353,10.02843627,10.29993114,9.723925088,9.690304085,9.750174237,9.662618521,9.799306624,9.239843051,9.426836195,10.31939835,9.891425814,10.06363406,9.857388083,9.593991516,8.996534281,9.939856003,10.23234683,9.469855234,9.429804205,9.622328198,9.459231237,10.3057771,8.963483453,9.216448623,9.323162656,10.09781862,10.2021914,9.344659032,9.936009301,9.961565843,9.927611323,9.851012,9.202940297
FGD2,8.525337862,8.605821285,8.059186784,7.839029493,8.335190995,8.040254892,8.889160477,9.305081456,8.580720763,7.80271166,8.94947817,8.675127901,8.573697182,7.529443314,8.17022372,7.725735223,8.513805897,6.917456245,6.230896021,8.727742133,8.347326274,8.088916631,7.695593171,8.054064766,7.669863263,8.461202759,8.809877424,8.185650315,8.442906274,8.310414212,7.579444656,9.172858504,7.515122887,7.595652108,7.817209938,7.965157563,9.076436028,7.844309702,8.093733782,9.073026946,8.434016499,8.780598269,7.613663495
DGKH,4.965823343,4.905700584,4.468474441,4.662458251,4.838077869,4.472394603,4.439875403,4.943575696,4.701133098,4.275481313,4.685799011,4.962075613,4.603560702,4.724351504,4.655855083,4.658293197,4.788180311,4.496121425,4.47355836,4.70103198,4.775155266,4.809959125,4.761504254,4.777204729,4.791588109,4.569399746,4.800077542,4.47000588,5.072580241,5.181296098,4.696597894,4.537400151,4.854413981,4.75048008,4.701842881,4.53730936,4.737423421,4.968171412,5.213519309,5.200529825,4.801536714,4.593000956,4.982238644
MMP11,6.033654845,6.357116607,5.791120042,6.456776591,6.706090997,5.54245507,5.955530181,6.516747658,7.000267845,5.696132307,5.322327973,5.805416791,6.311331892,5.723510629,5.425875143,6.152613398,6.701816989,6.151399169,5.909017707,6.118234838,5.860006778,5.623396476,7.046478627,6.096330478,6.378031257,6.421613117,5.94354238,5.839885622,6.310164694,6.004383199,5.708405934,6.590246583,5.94722026,5.406192806,6.061786286,5.635304841,5.699774234,5.978508992,5.756661178,5.745004461,5.737997065,6.212086445,6.311498137
ERCC4,4.924608719,5.196551159,5.490324299,5.216653907,5.120284153,5.239717817,5.139659519,5.288589297,5.375535473,4.879283186,5.1053016,5.217275334,5.468456348,5.354471163,5.597091782,5.059170327,5.075804073,5.170281,5.727440556,5.26736501,5.152089268,5.234642644,5.13845582,5.267889192,5.139975108,5.204685587,5.087646752,5.424839618,5.063077319,5.153329708,5.081720835,5.210743054,5.257959098,5.064425381,5.292886913,5.304170196,5.129727101,5.228039596,5.294910251,5.165902756,5.289265634,5.24111979,4.71277453
ZC4H2,5.619775982,5.80400521,5.962562051,5.973491831,5.99253395,6.034248091,5.989874459,5.6541637,5.65927791,5.714344424,5.965514019,5.776862666,5.942558445,5.806365228,5.64704251,6.004249043,5.553201804,5.843069989,5.560546102,5.54037871,5.449115348,5.381868801,5.625043106,5.465461971,5.724534683,5.695257539,5.655955771,5.556952706,5.856872288,5.784816821,5.471437949,5.447042145,5.714892716,5.811171554,5.883162795,5.237617353,5.373268047,5.803250256,5.950260369,5.702000061,5.502413292,5.690055473,5.792016217
STEAP3,8.197979145,7.98766806,8.293731585,8.399095481,7.266784862,8.576605258,7.815571145,8.118195443,8.349900721,8.558361626,8.63570206,8.068070063,8.211729503,8.616256154,8.497731725,8.427426981,8.310104531,8.647690839,8.468964333,8.221812413,8.345035433,8.530769334,7.551836337,8.348649565,7.357395062,8.155254885,7.698414615,8.720143219,8.898996536,8.579664879,8.232987942,8.287975559,8.414901229,8.969196792,8.231381556,8.446912819,7.469485427,8.195742972,8.589076096,8.03785452,8.172146681,8.08950553,7.945644663
FOXJ1,5.297410318,5.329820454,5.092599115,4.994418522,6.411480569,4.993492669,5.406542603,4.929492224,4.768291392,4.408157235,4.437782787,5.143842285,4.790115728,5.77306918,4.395854112,4.346674892,4.859814092,4.569615627,4.68074235,5.143302314,4.305829586,4.987752899,5.567527065,4.543019642,5.154095543,4.665577895,4.768336029,4.385205538,4.028645961,4.647481708,4.416082189,5.215346279,5.906835073,4.619976706,4.755152796,4.6823899,4.426646612,4.190020466,4.662927321,5.062054462,4.589968711,4.717698389,5.546004042
KIAA1549,5.062545359,5.246207068,5.300081337,5.62194704,4.919717047,5.464224215,5.53436192,5.471800379,5.270923334,5.010916838,4.402899839,5.414599145,5.310253912,5.529044322,4.966054775,4.374967542,5.449841929,4.916830594,5.148477445,5.149427914,5.026540041,5.343799486,5.023756827,5.292972063,5.156218256,4.948284069,5.296587493,5.281624949,5.095659696,5.141450181,5.011511939,4.899297272,5.465425069,5.58908446,5.353847454,5.33753004,5.24383673,5.544475297,5.294460639,5.491796657,5.485518222,5.414692423,5.014475984
TUBB8,4.13242126,4.538640471,4.432081828,4.345029936,4.090505167,4.554961486,4.443259482,4.333583118,4.24018593,4.338234411,3.801457523,3.825741739,4.505872919,4.120014272,4.266433138,4.605149444,4.530279566,4.136441319,3.534693036,4.465544118,4.237848953,4.379478793,4.019514179,4.083292739,4.13242126,4.107527049,4.246423406,3.657456508,3.877566827,4.129888473,4.335559489,4.188208016,3.749375784,3.879043074,3.851051701,4.035708298,4.374144091,4.019739505,4.060631221,4.266857974,4.144646623,4.424775513,4.084509555
ATP2B3,4.41427875,4.638930941,5.325406213,4.876663723,4.717271137,4.665279379,5.097985897,4.664621439,4.41801082,4.728047661,5.397007863,4.956810134,4.574097104,4.841104356,5.095112659,4.777622527,4.664389316,4.999277914,5.186480605,4.751865684,4.555728283,4.379170237,4.639203668,4.902661454,4.466270558,4.639607276,4.439034996,5.015261075,4.68289358,4.928172255,5.100648189,4.998046159,4.421338863,4.647584966,4.706589377,4.528616597,4.437183642,4.728521801,4.949732152,4.460392975,4.594358237,4.748124194,5.015161734
GGT1,5.17944654,6.004557822,5.64766785,5.556494551,6.46002512,6.116270547,5.608610237,5.605760944,4.937129081,6.562856982,5.69834544,5.441639131,5.181195926,6.475639502,5.681479364,5.995523745,5.874360092,5.406950635,5.042813222,4.755962528,6.321007043,5.271047716,6.826059178,5.646402496,6.722511835,5.819006053,5.108061243,5.198875595,4.671801908,5.558531473,5.280616725,5.448401295,5.562925077,5.446662052,5.167855353,5.083152991,5.082910885,4.906517866,5.203135078,4.953192399,5.20460572,5.083243572,6.473480264
RASA1,9.259546802,9.301374447,8.933931084,9.013229836,9.09718119,8.917811655,9.018203472,8.999812832,9.235909359,8.841567836,9.053455511,9.275522865,8.946197799,9.161040039,8.992375522,9.018826363,9.247706043,8.845073644,8.970817711,9.066155781,9.099491038,9.188506762,9.161483052,9.099491038,8.980921392,9.519606189,9.37782076,9.175569288,8.961858741,9.010548312,8.985413194,9.428323595,8.996534281,8.649814478,8.911266312,9.229378474,9.363391114,8.712192693,9.0635859,8.865627669,9.138916451,9.174256771,8.873173073
STUB1,8.813736722,8.959233147,9.106600797,8.610812057,8.845296059,8.83195522,9.063581542,8.540040947,8.72712897,8.797881401,8.914511085,8.69303649,8.738521405,8.88327137,8.820943802,8.595812025,9.0531494,9.115906585,9.021330684,8.838448988,8.920475917,8.893823134,9.015348849,9.394846192,8.669852975,8.812603656,8.862870399,9.25844654,8.937658284,8.834919287,9.225246677,8.861270551,8.616572523,8.693786482,8.61031782,9.171056109,8.762183975,8.495743726,8.473665832,8.278632023,8.689612473,8.648764682,8.549458787
GABRA3,5.465425069,4.770544387,5.142094711,5.122087141,5.201518567,4.798609765,5.182261364,4.638174973,5.18194822,4.836076805,4.902902817,5.073507007,4.857461065,5.764523802,5.216650194,4.346674892,5.20466954,4.695835736,4.503423163,5.224492918,5.519598846,5.190993816,5.422354834,5.14783566,4.669737427,5.130969684,5.388793614,5.045070691,5.220418178,5.274529646,5.364527448,5.434085648,4.506676928,5.358651581,4.913966856,5.107266614,5.247206629,5.159126332,5.194483734,4.616184448,5.242281162,5.289808561,5.198463634
ROR2,6.928642792,6.634098241,6.463539058,6.579997494,6.484763737,7.174120246,5.608610237,6.35884026,6.548968345,6.195891654,6.49919959,6.250265538,6.432364107,6.284403065,5.777534795,6.449248965,5.973270559,5.535176332,6.083019513,7.020048381,6.671572733,5.118522721,5.407691877,6.894601905,5.241126329,6.201802889,5.466120891,5.679754881,5.778057626,6.134771933,6.235227438,5.701596174,5.599661134,6.515322775,5.91379548,5.278545515,6.120125206,6.246070353,5.776558887,5.64166838,6.564748386,5.260273701,6.332806311
SPAG1,6.000471169,5.938041046,5.414250865,5.90688436,5.77010182,5.664826733,5.861770249,5.713560386,5.877281057,5.777810295,6.016877307,5.89992838,6.075268654,5.846138302,5.610583538,5.830493436,5.72858234,5.25690404,4.665043817,5.663110844,5.522735572,6.378493952,5.531766284,5.282426944,6.279729808,5.764792015,5.855753786,5.591723744,5.77478373,5.770181343,5.583673491,5.556732175,5.739888565,5.797592986,5.664305994,5.407209192,5.468453599,5.782845832,5.536852311,6.257248058,5.708117768,5.689257383,5.785232542
APOL4,5.117170804,4.639189208,5.031082782,4.878645167,4.777970249,5.311146371,5.190208486,5.23605547,4.976609683,4.980771836,5.143954378,5.184343305,5.168503722,4.97235997,5.045325279,5.191273941,5.216634908,4.998580499,5.26449329,4.685273997,5.213570447,5.293633874,4.835340017,4.987503388,5.032363484,4.899188574,4.930046813,4.96311628,5.074448224,5.145094145,5.567118767,5.229243554,4.909004142,4.997340858,4.86305326,5.308751087,5.147550543,5.404837083,5.214432997,4.961173476,4.859228398,4.727830921,4.865593365
KLHL20,7.3048368,7.158129292,7.165697543,7.462244045,7.271800157,7.154540147,6.924136357,7.204870328,7.220902754,6.920897944,7.065312387,7.102948224,6.966027623,6.999057226,6.847919266,7.34751853,6.432044814,6.733717461,6.054524608,7.140051641,6.847919266,6.842430209,7.165462367,6.859883181,7.369987758,6.820359351,6.998062974,5.888623241,7.111820682,6.992582883,6.240249903,6.788595173,6.725959425,6.245238945,6.67988662,5.285561276,6.962572832,6.087722036,5.838754353,6.663450443,6.960326251,7.212033618,6.358277889
MAGED4B,5.651605447,5.744365018,5.836818896,5.597428918,5.533621795,5.761234092,5.985647404,5.529811739,6.048644035,5.814094372,5.956981586,5.643978918,5.821001771,5.780313991,5.81619853,5.983486482,6.199245213,6.011391963,5.585827474,5.700908388,5.932746916,5.613104024,5.613092985,6.345256545,5.838006728,5.664574297,5.876603511,5.880139452,5.736132558,6.013882681,5.638764994,5.703268925,5.779429919,6.241409272,6.036300814,6.253817298,5.93190387,6.065270399,5.992986064,6.080033167,5.981908179,5.902439506,5.966515833
STAT3,8.581759888,8.713284309,8.822286845,8.409228284,8.682511689,8.4154106,8.650947261,8.816407476,8.594108982,8.348799979,8.676647938,8.862886206,8.721047666,8.630468784,8.629122259,8.301629092,8.42580442,8.821320123,8.757705602,8.743479668,8.771112885,8.681288595,8.684117403,8.794977836,8.786237733,8.31243186,8.575918466,8.713284309,8.389240934,8.59116501,8.762906995,8.624375501,8.325087811,8.625389116,8.262673702,9.028383263,8.509836304,8.672314694,8.338297271,8.267046625,8.539879371,8.399603558,8.42147315
IQSEC2,6.107067458,5.904630888,5.765005203,5.981651019,6.118996218,5.902962029,5.812438289,5.924305757,5.838378941,5.733848715,6.134894932,5.986679932,5.941760442,5.837781654,5.990847986,5.97929226,5.924881845,6.337240744,7.254698379,6.23035063,6.545315765,5.664472993,6.112943878,6.078804392,6.089306561,6.113482643,6.032978216,6.218566051,5.702915418,6.381006401,7.168603545,6.310676772,6.250692142,5.894296958,6.337240744,5.636151956,5.738700708,5.937754014,5.883865003,5.70984372,5.980548708,5.468301564,5.857156533
RDH11,8.889586667,9.003916499,9.118019204,9.371415991,9.251946689,9.403499177,9.210698066,9.392494752,9.510270118,9.538506335,9.173574395,9.382430601,9.201742614,9.074428528,9.33271576,9.41866279,8.95015077,8.924168009,8.674730208,8.797588641,8.795676666,8.896927164,9.022235643,8.580580069,9.080005987,8.962323362,8.965917406,8.839952083,8.923593658,8.795488627,8.455620165,8.537621003,9.760109648,9.33479898,9.639020346,8.923851894,8.962008011,9.36649263,9.2408314,9.392791735,9.215118119,9.529031059,9.015644045
UBE3B,7.138149021,7.336968295,6.866635606,7.299378815,7.359422828,6.89474993,7.305958498,7.377525868,7.59971898,7.055871326,7.248859093,7.023118708,7.183872042,7.412913584,7.418067104,7.46837411,6.992582883,6.774283579,6.422211039,6.861151714,6.601784114,7.234437794,7.552985584,7.479364747,7.329596635,7.531033993,6.45092351,7.202002581,6.801359238,6.762779139,6.981907217,6.645567294,6.926761018,7.036521883,6.730994869,5.254611223,6.730493174,5.922030217,6.948115698,5.955369301,6.7965951,6.577145232,7.039688716
ZBTB24,7.381917676,7.591833493,7.208893761,7.162440445,7.164119654,7.515122887,7.338567991,7.618811894,7.205755239,7.014745755,7.544775292,7.472379018,7.414472046,7.568037823,7.215100876,7.012453399,7.484595777,7.572411954,7.524064096,7.665335384,7.316859084,7.582779139,7.379899318,7.608604624,7.019259176,7.595652108,7.525210752,7.643317783,7.457869778,7.376219941,7.61894365,7.448379382,7.437545199,7.342658221,7.412659903,7.370758725,7.471420229,7.440343496,7.306502367,7.34467178,7.807585075,7.463765864,7.455334247
LTBP2,7.428681388,7.96839701,7.406082685,6.890534818,7.388903544,7.12718939,6.880023212,7.483783517,7.101135644,6.373106699,6.728139818,6.8909259,6.651283519,6.748896794,6.760320183,6.465709837,6.576691801,7.276622696,6.690786547,7.325036177,7.116161502,6.421791641,7.561909129,7.268803109,6.428810738,6.833832746,6.730493174,7.822573964,5.789157956,7.119459724,6.564974829,6.777084428,6.437577156,6.022118018,6.566615038,7.489688116,8.336959959,6.479180351,7.267030082,6.724906938,6.71942477,6.793052737,6.475960778
LMAN2L,8.574528869,8.186837489,8.006011132,8.332863226,8.477343859,8.312074404,7.580822304,8.031718857,8.054966076,7.94028873,8.162410132,8.213269321,7.874880672,7.952035087,7.84886145,8.190963328,8.287975559,8.182273895,8.405086573,8.210124754,8.094040215,8.043882023,8.045631329,8.003156598,7.997197322,8.143870364,8.267964462,8.38732777,8.087741657,8.16531091,8.34186757,7.920042515,8.163469667,8.033377668,8.229001867,7.791001107,8.141138117,8.075016882,7.937398648,7.659124451,8.051360343,8.128657541,8.221812413
INSL6,4.350361025,4.484741339,4.21113216,4.875145729,4.324893673,4.61383313,4.483666582,4.558732488,4.411966418,4.407752749,4.300174696,4.567103868,4.375675307,4.598269364,4.591630815,4.500036739,4.313483301,4.746526024,4.512625011,4.604379781,4.451249149,4.727231678,4.769236512,4.804933038,4.991113881,4.608530923,4.257684349,4.975714948,4.717403926,4.631946478,4.771437401,4.674913477,4.477729105,4.443777355,4.427263032,4.772760306,4.601123732,4.418632195,4.276325647,4.468484839,4.632751465,4.749165777,4.543886841
GNGT2,6.564299941,6.06633118,6.301943927,5.992427919,5.996853222,6.23268762,6.004505659,6.522422637,6.235875531,5.928075097,6.443981385,6.103983077,6.570758757,5.783404131,6.172887768,6.001880041,6.686383235,6.795783056,7.090120606,6.458427006,6.5747824,6.916182079,6.366797314,6.309823474,6.0914197,6.33174963,6.882513605,5.994168794,6.246248336,6.476940071,6.770916979,6.862870683,6.215570602,6.378164916,6.471087699,6.952932163,6.289951507,6.504337856,6.344175547,6.066973476,6.53838705,6.500930686,6.221148355
CTNNA3,5.124819574,4.656991097,4.661595569,4.78000914,4.653788562,5.060519066,5.048580949,4.768382966,4.42305934,4.778640047,4.673358608,4.991004001,4.994680023,5.068505577,5.12554227,5.019960749,5.264206412,5.374447034,5.375635675,5.103737215,5.064314415,5.288535791,5.249480368,5.15123126,5.282114559,5.264643803,5.040027212,5.150462038,5.149121604,5.122787065,5.210403231,5.087916879,5.045944939,5.165026341,4.969337269,5.408383742,5.185967711,5.225873155,5.088422256,5.360137806,5.211852858,5.171915738,5.201124917
SDHB,11.28166837,11.52489619,11.84787759,11.27893148,11.4428449,11.62499089,11.60795453,11.24481067,11.01246978,11.36709185,11.57333629,11.16718833,11.4955306,11.67854024,11.93849416,11.45070596,11.40222624,12.38076376,12.25947757,11.19809664,11.68040061,12.12013131,12.14870449,11.90768216,12.15364948,11.16320728,11.17648418,12.10833816,11.5298442,11.95463833,12.05021347,11.44445088,11.7725854,11.90553912,12.11311154,11.76502442,11.18983704,11.72228128,11.82181555,11.16978987,11.56998576,11.18305263,11.63183121
FBXO31,8.305996139,8.758272015,7.960700953,7.946861647,8.717581546,8.124064819,8.02183856,7.947851753,7.991100619,8.127088403,8.01572324,8.107774699,7.859763025,8.214237877,8.247314408,8.167295968,8.239573563,7.807256254,8.38054229,8.495737212,8.033066486,7.981619732,8.539879371,8.676647938,8.034254336,8.342813248,8.042977798,8.263961275,7.743084505,8.092229948,7.257407153,8.256008469,8.953318328,7.731329221,7.410629033,8.310414212,8.295659884,7.842294651,8.189898186,7.219884336,7.774506911,7.710759429,8.56660528
ANKRD1,5.538918959,6.059236181,5.64766785,5.29668697,6.199136849,5.571851595,5.361208866,5.45986382,5.227016399,6.010266697,5.603544031,5.220479504,4.857461065,5.202543424,5.412321196,5.693088148,5.476959963,5.78457335,5.434337867,6.019890506,5.531461361,5.734284823,5.874692851,5.728919258,5.563689841,5.604708577,5.787461399,5.71824018,5.506539262,5.860006778,5.551093725,5.489907463,5.479237096,5.39588667,5.436197955,5.903558415,7.031256252,5.454137176,5.600051194,5.688164353,5.322719896,5.085457318,6.04776126
KHNYN,8.474682358,8.107158872,8.145658304,8.502816495,7.737607556,8.025931115,8.072935509,7.579030447,8.168838107,8.190814087,8.354743863,7.729219107,8.759023007,8.537212156,7.970712512,8.394209484,8.510500483,8.336011012,8.361183767,7.591536571,8.350534109,8.534767315,8.387655114,8.507433221,7.871946061,8.533137414,8.65727416,8.394376886,8.721228873,7.942439938,8.551155969,7.932633965,7.186457318,8.516517922,7.502486666,8.360256292,7.5833913,7.906727958,7.71221359,7.314858176,7.381063823,8.283195452,7.812418855
RINT1,7.327287554,7.134744445,7.589204498,7.389974178,6.762779139,7.307713839,6.912562346,6.724507205,6.897705122,6.955869056,7.160833961,7.321890591,7.340718003,7.201609452,7.378529261,6.768407294,7.360109312,8.113629477,7.772468942,7.32931724,7.372091592,7.551836337,6.741217534,7.092771718,7.414865037,7.311223523,7.238837497,7.047600906,7.579705208,7.551275095,7.021815676,7.294953166,7.192723001,7.443535845,7.419840725,7.616472278,7.340444852,7.447832901,6.811878728,7.338006954,7.621275649,7.562752468,7.027377644
MYO1C,7.549403436,7.301695559,7.727919543,7.842281699,7.524333865,7.583449484,7.63810466,7.563407986,7.601012116,7.810557865,7.735013955,7.436492212,7.485589417,7.687801704,7.612869909,7.598633634,7.941307654,7.791174969,7.5507681,7.594100873,7.90825862,7.935428341,8.060580334,8.409994621,7.955787318,7.810095404,7.925353655,7.750611886,7.88608026,7.601660768,7.798340151,7.461375957,7.137695232,7.288732124,7.113689005,7.91416323,7.278069211,7.517514774,7.288010578,7.072192,7.702643642,7.119623406,7.364067688
LAMC2,7.048476127,5.977795529,6.945973689,7.380372011,7.51760134,5.697811406,7.010900473,6.448943555,6.936383604,7.209436167,6.679799801,6.940318411,7.097283797,7.108784463,7.24768657,7.426086225,7.41239058,4.960434147,5.216087948,6.158575282,5.357361658,7.354020333,7.36994946,5.588995875,7.876129978,6.648735118,7.318341102,6.204343607,7.171389673,6.733466042,5.358370704,7.366694171,7.531096887,6.611260151,6.822065876,6.055339046,6.147068692,5.468600183,6.099246728,7.604194362,5.525092658,6.808238551,7.048269982
AGPAT2,7.836252304,7.707006722,7.629529442,8.506647016,9.684177336,7.707302166,9.043786967,7.704830596,8.036800355,9.256841939,7.825800671,8.43568472,7.839992385,7.926061296,7.602850287,8.576428167,8.57488706,8.163469667,7.533806914,7.702229284,7.775382134,8.174290979,9.493267244,7.786135431,10.53536359,8.379932996,7.982536994,7.981027591,8.536187394,7.930008203,7.613942077,8.649472107,9.749309368,7.877695864,7.865880249,8.059757339,7.741936419,7.678183879,7.390103,8.249788348,7.323580545,8.265822903,9.527979727
CCDC39,4.514821734,4.594408835,4.668399671,5.029384713,5.16080345,4.681099049,5.000903068,4.805361695,5.032778453,4.849791426,5.272572803,4.839228578,4.684818128,4.67927212,4.915834159,4.98573244,5.094391906,5.482338538,5.132579141,5.153708958,4.886633823,5.232658366,4.874988637,5.043901767,5.072258737,5.273139958,5.080391524,5.380762824,5.140323321,5.347431153,5.014043671,4.948342431,4.952331861,4.581545226,5.149928011,5.96938611,5.151639313,5.101564472,4.890258025,5.568517195,5.042436195,5.330932479,5.035102771
KRT6A,5.576201723,5.045878843,5.248722568,5.642604369,5.776743146,5.504702028,5.14173541,5.054490767,5.032778453,5.404424467,5.171189732,5.387041259,5.485167279,5.080839067,5.412321196,5.236949604,5.32414455,5.569347481,5.453658675,5.221295229,5.23214298,5.653248846,5.332019976,5.226504593,5.228920145,5.491335453,5.671519463,5.350034064,5.520865912,6.111504198,5.428257161,5.899413548,5.430172452,4.959103748,5.047430347,5.684835132,5.597326687,5.348336517,5.673706563,5.808656797,5.345803236,5.435817216,5.207215191
RPS4Y2,5.448754331,7.93725512,5.164753559,5.505490204,7.599341371,7.880530193,7.926375014,8.300807888,8.333978243,5.630504175,7.648114662,7.730773155,7.702375596,5.313394491,8.036644705,7.733095387,5.675576849,6.984488593,6.883056624,5.229161043,5.646982305,5.348415753,5.26640463,5.523633285,7.319149525,7.413442986,5.402048473,7.299090459,6.752296435,7.302994524,5.120261127,5.669560351,8.676978993,5.660370415,5.384328126,7.18431767,7.770446054,5.415017132,8.777468646,5.501555941,7.737607556,7.67640305,7.917999359
